Plot,Longitude,Latitude,Aspect,Inclination,Rugosity1,Rugosity2,Lichens_cover,Species,Species_cover,running_nr,Height,Canopy_diameter,Rock_type
P19,222532,3157728,195,40,430,340,NA,Tuberaria guttata,1,2,2,2.5,B
P19,222532,3157728,195,40,430,340,NA,Tuberaria guttata,1,3,1.5,2,B
P19,222532,3157728,195,40,430,340,NA,Polycarpea aristata,1,1,1,3.5,B
P19,222532,3157728,195,40,430,340,NA,Polycarpea aristata,1,2,2,2.5,B
P19,222532,3157728,195,40,430,340,NA,Polycarpea aristata,1,3,0.5,0.5,B
P19,222532,3157728,195,40,430,340,NA,Polycarpea aristata,1,4,2,1.5,B
P19,222532,3157728,195,40,430,340,NA,Polycarpea aristata,1,5,1.5,4,B
P19,222532,3157728,195,40,430,340,NA,Polycarpea aristata,1,6,1,1,B
P19,222532,3157728,195,40,430,340,NA,Polycarpea aristata,1,7,0.5,0.5,B
P19,222532,3157728,195,40,430,340,NA,Polycarpea aristata,1,8,0.5,0.5,B
P19,222532,3157728,195,40,430,340,NA,Polycarpea aristata,1,9,2,6,B
P19,222532,3157728,195,40,430,340,NA,Polycarpea aristata,1,10,2,4.5,B
P19,222532,3157728,195,40,430,340,NA,Polycarpea aristata,1,11,NA,NA,B
P19,222532,3157728,195,40,430,340,NA,Polycarpea aristata,1,12,NA,NA,B
P19,222532,3157728,195,40,430,340,NA,Hemionitis gluckuk,1,1,5,7.5,B
P19,222532,3157728,195,40,430,340,NA,Hemionitis gluckuk,1,2,2,3.5,B
P19,222532,3157728,195,40,430,340,NA,Echium brevirame,1,1,3,1,B
P19,222532,3157728,195,40,430,340,NA,Echium brevirame,1,2,2,1,B
P19,222532,3157728,195,40,430,340,NA,Echium brevirame,1,3,2,1,B
P19,222532,3157728,195,40,430,340,NA,Echium brevirame,1,4,2,1,B
P19,222532,3157728,195,40,430,340,NA,Echium brevirame,1,5,2.5,1.5,B
P19,222532,3157728,195,40,430,340,NA,Echium brevirame,1,6,2.5,1.5,B
P19,222532,3157728,195,40,430,340,NA,Echium brevirame,1,7,2.5,1.5,B
P19,222532,3157728,195,40,430,340,NA,Echium brevirame,1,8,1,1.5,B
P19,222532,3157728,195,40,430,340,NA,Echium brevirame,1,9,3,0.5,B
P19,222532,3157728,195,40,430,340,NA,Echium brevirame,1,10,1.5,1.5,B
P19,222532,3157728,195,40,430,340,NA,Echium brevirame,1,11,NA,NA,B
P19,222532,3157728,195,40,430,340,NA,Echium brevirame,1,12,NA,NA,B
P19,222532,3157728,195,40,430,340,NA,Festuca muralis,1,1,4.5,2,B
P19,222532,3157728,195,40,430,340,NA,Festuca muralis,1,2,5.5,3,B
P19,222532,3157728,195,40,430,340,NA,Festuca muralis,1,3,2.5,2,B
P19,222532,3157728,195,40,430,340,NA,Festuca muralis,1,4,2.5,1,B
P19,222532,3157728,195,40,430,340,NA,Festuca muralis,1,5,2.5,1,B
P19,222532,3157728,195,40,430,340,NA,Festuca muralis,1,6,6,2,B
P19,222532,3157728,195,40,430,340,NA,Festuca muralis,1,7,2,0.5,B
P19,222532,3157728,195,40,430,340,NA,Festuca muralis,1,8,2.5,2.5,B
P19,222532,3157728,195,40,430,340,NA,Festuca muralis,1,9,14,9,B
P19,222532,3157728,195,40,430,340,NA,Umbilicus gaditanus,1,1,3,3,B
P19,222532,3157728,195,40,430,340,NA,Umbilicus gaditanus,1,2,2,2.5,B
P19,222532,3157728,195,40,430,340,NA,Umbilicus gaditanus,1,3,2,1,B
P19,222532,3157728,195,40,430,340,NA,Wahlenbergia lobelioides ssp. lobelioides,1,1,2.5,1.5,B
P19,222532,3157728,195,40,430,340,NA,Hemionitis guanchica,1,1,3,3,B
P19,222532,3157728,195,40,430,340,NA,Hemionitis guanchica,1,2,2,2,B
P19,222532,3157728,195,40,430,340,NA,Hemionitis guanchica,1,3,4,5,B
P20,222508,3157743,165,15,430,370,NA,Hemionitis gluckuk,1,1,11,10.5,B
P20,222508,3157743,165,15,430,370,NA,Umbilicus gaditanus,1,1,5,7.5,B
P20,222508,3157743,165,15,430,370,NA,Umbilicus gaditanus,1,2,0.5,2,B
P20,222508,3157743,165,15,430,370,NA,Umbilicus gaditanus,1,3,0.5,1,B
P20,222508,3157743,165,15,430,370,NA,Umbilicus gaditanus,1,4,1.5,2.5,B
P20,222508,3157743,165,15,430,370,NA,Umbilicus gaditanus,1,5,5,4.5,B
P20,222508,3157743,165,15,430,370,NA,Umbilicus gaditanus,1,6,2.5,1,B
P20,222508,3157743,165,15,430,370,NA,Umbilicus gaditanus,1,7,1,2,B
P20,222508,3157743,165,15,430,370,NA,Umbilicus gaditanus,1,8,1,3.5,B
P20,222508,3157743,165,15,430,370,NA,Umbilicus gaditanus,1,9,2,3.5,B
P20,222508,3157743,165,15,430,370,NA,Polycarpea aristata,1,1,1.5,12,B
P20,222508,3157743,165,15,430,370,NA,Polycarpea aristata,1,2,2,7.5,B
P20,222508,3157743,165,15,430,370,NA,Polycarpea aristata,1,3,3,5,B
P20,222508,3157743,165,15,430,370,NA,Polycarpea aristata,1,4,2.5,5,B
P20,222508,3157743,165,15,430,370,NA,Polycarpea aristata,1,5,1.5,4.5,B
P20,222508,3157743,165,15,430,370,NA,Polycarpea aristata,1,6,1,3.5,B
P20,222508,3157743,165,15,430,370,NA,Polycarpea aristata,1,7,0.5,2.5,B
P20,222508,3157743,165,15,430,370,NA,Tuberaria guttata,1,1,3,4.5,B
P20,222508,3157743,165,15,430,370,NA,Tuberaria guttata,1,2,5.5,7.5,B
P20,222508,3157743,165,15,430,370,NA,Tuberaria guttata,1,3,3.5,4,B
P20,222508,3157743,165,15,430,370,NA,Tuberaria guttata,1,4,2.5,2.5,B
P20,222508,3157743,165,15,430,370,NA,Tuberaria guttata,1,5,2,4.5,B
P20,222508,3157743,165,15,430,370,NA,Tuberaria guttata,1,6,2.5,3,B
P20,222508,3157743,165,15,430,370,NA,Tuberaria guttata,1,7,2,1.5,B
P20,222508,3157743,165,15,430,370,NA,Tuberaria guttata,1,8,2,1.5,B
P20,222508,3157743,165,15,430,370,NA,Tuberaria guttata,1,9,1.5,3,B
P20,222508,3157743,165,15,430,370,NA,Tuberaria guttata,1,10,2,3,B
P20,222508,3157743,165,15,430,370,NA,Tuberaria guttata,1,11,NA,NA,B
P20,222508,3157743,165,15,430,370,NA,Tuberaria guttata,1,12,NA,NA,B
P20,222508,3157743,165,15,430,370,NA,Tuberaria guttata,1,13,NA,NA,B
P20,222508,3157743,165,15,430,370,NA,Tuberaria guttata,1,14,NA,NA,B
P20,222508,3157743,165,15,430,370,NA,Sonchus oleraceus,1,1,5,4,B
P20,222508,3157743,165,15,430,370,NA,Galium aparine,1,1,3,1.5,B
P20,222508,3157743,165,15,430,370,NA,Galium aparine,1,2,5.5,1.5,B
P20,222508,3157743,165,15,430,370,NA,Galium aparine,1,3,6,1,B
P20,222508,3157743,165,15,430,370,NA,Galium aparine,1,4,3,0.5,B
P20,222508,3157743,165,15,430,370,NA,Galium aparine,1,5,4.5,6.5,B
P20,222508,3157743,165,15,430,370,NA,Aira caryophyllea,1,1,8,0.5,B
P20,222508,3157743,165,15,430,370,NA,Aira caryophyllea,1,2,7,4.5,B
P20,222508,3157743,165,15,430,370,NA,Aira caryophyllea,1,3,0.5,3,B
P20,222508,3157743,165,15,430,370,NA,Aira caryophyllea,1,4,6,2,B
P20,222508,3157743,165,15,430,370,NA,Aira caryophyllea,1,5,6,2,B
P20,222508,3157743,165,15,430,370,NA,Aira caryophyllea,1,6,5,4,B
P20,222508,3157743,165,15,430,370,NA,Aira caryophyllea,1,7,2.5,0.5,B
P20,222508,3157743,165,15,430,370,NA,Aira caryophyllea,1,8,5,2,B
P20,222508,3157743,165,15,430,370,NA,Aira caryophyllea,1,9,10,5,B
P20,222508,3157743,165,15,430,370,NA,Crassula campestris,1,1,5,3,B
P20,222508,3157743,165,15,430,370,NA,Crassula campestris,1,2,2,2,B
P20,222508,3157743,165,15,430,370,NA,Crassula campestris,1,3,1.5,2,B
P20,222508,3157743,165,15,430,370,NA,Crassula campestris,1,4,1.5,2,B
P20,222508,3157743,165,15,430,370,NA,Hemionitis guanchica,1,1,8,15,B
P20,222508,3157743,165,15,430,370,NA,Hemionitis guanchica,1,2,7,10,B
P20,222508,3157743,165,15,430,370,NA,Hemionitis guanchica,1,3,10,18,B
P20,222508,3157743,165,15,430,370,NA,Hemionitis guanchica,1,4,2,3,B
P20,222508,3157743,165,15,430,370,NA,Hemionitis guanchica,1,5,7,7,B
P21,222507,3157757,45,40,385,450,NA,Umbilicus gaditanus,1,1,3,5,B
P21,222507,3157757,45,40,385,450,NA,Umbilicus gaditanus,1,2,0.5,0.5,B
P21,222507,3157757,45,40,385,450,NA,Umbilicus gaditanus,1,3,1.5,1.5,B
P21,222507,3157757,45,40,385,450,NA,Umbilicus gaditanus,1,4,1.5,1.5,B
P21,222507,3157757,45,40,385,450,NA,Umbilicus gaditanus,1,5,1,1,B
P21,222507,3157757,45,40,385,450,NA,Umbilicus gaditanus,1,6,1.5,1.5,B
P21,222507,3157757,45,40,385,450,NA,Umbilicus gaditanus,1,7,1,2,B
P21,222507,3157757,45,40,385,450,NA,Crassula campestris,1,1,1.5,0.5,B
P21,222507,3157757,45,40,385,450,NA,Crassula campestris,1,2,1.5,0.5,B
P21,222507,3157757,45,40,385,450,NA,Crassula campestris,1,3,1,1.5,B
P21,222507,3157757,45,40,385,450,NA,Crassula campestris,1,4,1,1.5,B
P21,222507,3157757,45,40,385,450,NA,Crassula campestris,1,5,1.5,0.5,B
P21,222507,3157757,45,40,385,450,NA,Tuberaria guttata,1,1,1,6,B
P21,222507,3157757,45,40,385,450,NA,Tuberaria guttata,1,2,1.5,1,B
P21,222507,3157757,45,40,385,450,NA,Tuberaria guttata,1,3,0.5,0.5,B
P21,222507,3157757,45,40,385,450,NA,Tuberaria guttata,1,4,0.5,1,B
P21,222507,3157757,45,40,385,450,NA,Tuberaria guttata,1,5,0.5,0.5,B
P21,222507,3157757,45,40,385,450,NA,Tuberaria guttata,1,6,0.5,0.5,B
P21,222507,3157757,45,40,385,450,NA,Wahlenbergia lobelioides ssp. lobelioides,1,1,4.5,2,B
P21,222507,3157757,45,40,385,450,NA,Hemionitis guanchica,1,1,2.5,4.5,B
P21,222507,3157757,45,40,385,450,NA,Hemionitis guanchica,1,2,1,1.5,B
P21,222507,3157757,45,40,385,450,NA,Hemionitis guanchica,1,3,2.5,1.5,B
P21,222507,3157757,45,40,385,450,NA,Polycarpea aristata,1,1,1.5,4,B
P21,222507,3157757,45,40,385,450,NA,Polycarpea aristata,1,2,1.5,1,B
P21,222507,3157757,45,40,385,450,NA,Polycarpea aristata,1,3,1.5,1,B
P21,222507,3157757,45,40,385,450,NA,Aira caryophyllea,1,1,3.5,2,B
P21,222507,3157757,45,40,385,450,NA,Aira caryophyllea,1,2,3,1,B
P21,222507,3157757,45,40,385,450,NA,Aira caryophyllea,1,3,1.5,1,B
P21,222507,3157757,45,40,385,450,NA,Arenaria leptoclados,1,1,2,1,B
P21,222507,3157757,45,40,385,450,NA,Arenaria leptoclados,1,2,0.5,0.5,B
P21,222507,3157757,45,40,385,450,NA,Arenaria leptoclados,1,3,3,1,B
P21,222507,3157757,45,40,385,450,NA,Arenaria leptoclados,1,4,2,0.5,B
P21,222507,3157757,45,40,385,450,NA,Arenaria leptoclados,1,5,2,0.5,B
P21,222507,3157757,45,40,385,450,NA,Arenaria leptoclados,1,6,2,0.5,B
P21,222507,3157757,45,40,385,450,NA,Arenaria leptoclados,1,7,2,1,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,1,4,3,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,2,9,4.5,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,3,3,5,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,4,1.5,1.5,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,5,5,5.5,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,6,4.5,2,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,7,1.5,3.5,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,8,8.5,6.5,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,9,1,1,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,10,1,1,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,11,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,12,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,13,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,14,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,15,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,16,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,17,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,18,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,19,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,20,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,21,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,22,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,23,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,24,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,25,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,26,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Umbilicus gaditanus,2,27,NA,NA,B
P22,222530,3157753,35,25,450,455,NA,Echium brevirame,5,1,17,15,B
P22,222530,3157753,35,25,450,455,NA,Echium brevirame,5,2,38,55,B
P22,222530,3157753,35,25,450,455,NA,Polypodium macaronesicum,1,1,16,7.5,B
P22,222530,3157753,35,25,450,455,NA,Polypodium macaronesicum,1,2,5,2,B
P22,222530,3157753,35,25,450,455,NA,Polypodium macaronesicum,1,3,4.5,2,B
P22,222530,3157753,35,25,450,455,NA,Hemionitis gluckuk,1,1,10,8,B
P22,222530,3157753,35,25,450,455,NA,Tuberaria guttata,1,1,1,1,B
P22,222530,3157753,35,25,450,455,NA,Galium aparine,1,1,1.5,0.5,B
P22,222530,3157753,35,25,450,455,NA,Galium aparine,1,2,1.5,0.5,B
P22,222530,3157753,35,25,450,455,NA,Galium aparine,1,3,1.5,0.5,B
P22,222530,3157753,35,25,450,455,NA,Galium aparine,1,4,0.5,0.5,B
P22,222530,3157753,35,25,450,455,NA,Galium aparine,1,5,0.5,0.5,B
P22,222530,3157753,35,25,450,455,NA,Aira caryophyllea,1,1,2,0.5,B
P23,222552,3157740,100,30,480,405,NA,Umbilicus gaditanus,1,1,2.5,1.5,B
P23,222552,3157740,100,30,480,405,NA,Umbilicus gaditanus,1,2,1,1.5,B
P23,222552,3157740,100,30,480,405,NA,Aira caryophyllea,1,1,6,2,B
P23,222552,3157740,100,30,480,405,NA,Aira caryophyllea,1,2,4,3,B
P23,222552,3157740,100,30,480,405,NA,Aira caryophyllea,1,3,3,2,B
P23,222552,3157740,100,30,480,405,NA,Aira caryophyllea,1,4,2,2,B
P23,222552,3157740,100,30,480,405,NA,Aira caryophyllea,1,5,1.5,1,B
P23,222552,3157740,100,30,480,405,NA,Aira caryophyllea,1,6,2,1,B
P23,222552,3157740,100,30,480,405,NA,Aira caryophyllea,1,7,2,1.5,B
P23,222552,3157740,100,30,480,405,NA,Aira caryophyllea,1,8,3,2,B
P23,222552,3157740,100,30,480,405,NA,Aira caryophyllea,1,9,6,1.5,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,1,0.5,2,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,2,6,2,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,3,3,4.5,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,4,1,2,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,5,1,1.5,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,6,1,1.5,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,7,1,1,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,8,1,1.5,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,9,1,1.5,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,10,1,1,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,11,NA,NA,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,12,NA,NA,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,13,NA,NA,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,14,NA,NA,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,15,NA,NA,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,16,NA,NA,B
P23,222552,3157740,100,30,480,405,NA,Polycarpea aristata,1,17,NA,NA,B
P23,222552,3157740,100,30,480,405,NA,Crassula campestris,1,1,1.5,2,B
P23,222552,3157740,100,30,480,405,NA,Crassula campestris,1,2,1.5,1,B
P23,222552,3157740,100,30,480,405,NA,Crassula campestris,1,3,1,1.5,B
P23,222552,3157740,100,30,480,405,NA,Crassula campestris,1,4,1,1,B
P23,222552,3157740,100,30,480,405,NA,Crassula campestris,1,5,0.5,0.5,B
P23,222552,3157740,100,30,480,405,NA,Crassula campestris,1,6,0.5,0.5,B
P23,222552,3157740,100,30,480,405,NA,Filago germanica,1,1,2.3,1,B
P23,222552,3157740,100,30,480,405,NA,Filago germanica,1,2,2.5,1,B
P24,222566,3157731,355,20,345,425,NA,Umbilicus gaditanus,1,1,9,11,B
P24,222566,3157731,355,20,345,425,NA,Umbilicus gaditanus,1,2,5.5,6.5,B
P24,222566,3157731,355,20,345,425,NA,Umbilicus gaditanus,1,3,3.5,4,B
P24,222566,3157731,355,20,345,425,NA,Umbilicus gaditanus,1,4,3.5,6,B
P24,222566,3157731,355,20,345,425,NA,Umbilicus gaditanus,1,5,2.5,1,B
P24,222566,3157731,355,20,345,425,NA,Umbilicus gaditanus,1,6,2,1,B
P24,222566,3157731,355,20,345,425,NA,Umbilicus gaditanus,1,7,1.5,1,B
P24,222566,3157731,355,20,345,425,NA,Monanthes muralis,1,1,1,2,B
P24,222566,3157731,355,20,345,425,NA,Monanthes muralis,1,2,1,2,B
P24,222566,3157731,355,20,345,425,NA,Monanthes muralis,1,3,1,2,B
P24,222566,3157731,355,20,345,425,NA,Monanthes muralis,1,4,1,2,B
P24,222566,3157731,355,20,345,425,NA,Monanthes muralis,1,5,0.5,0.5,B
P24,222566,3157731,355,20,345,425,NA,Monanthes muralis,1,6,0.5,0.5,B
P24,222566,3157731,355,20,345,425,NA,Monanthes muralis,1,7,0.5,0.5,B
P24,222566,3157731,355,20,345,425,NA,Monanthes muralis,1,8,2.5,5,B
P24,222566,3157731,355,20,345,425,NA,Monanthes muralis,1,9,1.5,1.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,1,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,2,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,3,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,4,0.5,2,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,5,0.5,2,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,6,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,7,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,8,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,9,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,10,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,11,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,12,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,13,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,14,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,15,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,16,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,17,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,18,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,19,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,20,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,21,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,22,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,23,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,24,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,25,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,26,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,27,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,28,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,29,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,30,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,31,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,32,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,33,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,34,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,35,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,36,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,37,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,38,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,39,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,40,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,41,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,42,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,43,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,44,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,45,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,46,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,47,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,48,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,49,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,50,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,51,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,52,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,53,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,54,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,55,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,56,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,57,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,58,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,59,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,60,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,61,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,62,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,63,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,64,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,65,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,66,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,67,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,68,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,69,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,70,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,71,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,72,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,73,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,74,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,75,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,76,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,77,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,78,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,79,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,80,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,81,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,82,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,83,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,84,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,85,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,86,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,87,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,88,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,89,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,90,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,91,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Polycarpea aristata,1,92,1,0.5,B
P24,222566,3157731,355,20,345,425,NA,Aira caryophyllea,1,1,4,0.5,B
P24,222566,3157731,355,20,345,425,NA,Aira caryophyllea,1,2,6,2,B
P24,222566,3157731,355,20,345,425,NA,Aira caryophyllea,1,3,3,0.5,B
P24,222566,3157731,355,20,345,425,NA,Aira caryophyllea,1,4,4,1.5,B
P24,222566,3157731,355,20,345,425,NA,Aira caryophyllea,1,5,3,1.5,B
